paper_id,title,abstract,source_type,created_at
PMC6522945 ,The Relationship between Marijuana Use Prior to Sex and Sexual Function in Women,"Introduction Scientific research on the effects of marijuana on sexual functioning in women, including libido, arousal, orgasm, and satisfaction, is limited. Aim To evaluate women’s perceptions of the effect of marijuana use before sexual activity. Methods A cross-sectional design, from March 2016–February 2017, within a single, academic, obstetrics and gynecology practice, was performed. Patients were given a questionnaire at their visit and asked to complete it anonymously and place it in a locked box after their visit. Main Outcome Measures The primary outcome was satisfaction in the sexual domains of drive, orgasm, lubrication, dyspareunia, and overall sexual experience. The secondary outcome was the effect of the frequency of marijuana use on satisfaction. Results Of the 373 participants, 34.0% (n = 127) reported having used marijuana before sexual activity. Most women reported increases in sex drive, improvement in orgasm, decrease in pain, but no change in lubrication. After adjusting for race, women who reported marijuana use before sexual activity had 2.13 higher odds of reporting satisfactory orgasms (adjusted odds ratio = 2.13; 95% CI = 1.05, 4.35) than women who reported no marijuana use. After adjusting for race and age, women with frequent marijuana use, regardless of use before sex or not, had 2.10 times higher odds of reporting satisfactory orgasms than those with infrequent marijuana use (adjusted odds ratio = 2.10; 95% CI = 1.01–4.44). Conclusion Marijuana appears to improve satisfaction with orgasm. A better understanding of the role of the endocannabinoid system in women is important, because there is a paucity of literature, and it could help lead to development of treatments for female sexual dysfunction. Lynn BK, López JD, Miller C, et al. The Relationship between Marijuana Use Prior to Sex and Sexual Function in Women. Sex Med 2019;7:192–197.",pubmed,2025-05-18 23:10:06.021
PMC6685292 ,Emerging Class of Omega-3 Fatty Acid Endocannabinoids & Their Derivatives,"Cannabinoid receptor activation is involved in homeostatic regulation of the body. These receptors are activated by cannabinoids, that include the active constituents of Cannabis sativa as well as endocannabinoids (eCBs). The eCBs are endogenously synthesized from the omega-6 and omega-3 polyunsaturated fatty acids (PUFAs). The consumption of omega-3 fatty acids shifts the balance towards a higher proportion of omega-3 eCBs, whose physiological functions warrants further investigation. Herein, we review the discovery of omega-3 fatty acid derived eCBs that are generated from long chain omega-3 PUFAs - docosahexaenoyl ethanolamide (DHA-EA or synaptamide), docosahexanoyl-glycerol (DHG), eicosapentaenoyl ethanolamide (EPA-EA), eicosapentanoylglycerol (EPG). Furthermore, we outline the lesser known omega-3 eCB-like molecules that arise from the conjugation of the omega-3 fatty acids with neurotransmitters serotonin and dopamine - DHA-serotonin (DHA-5HT), EPA-serotonin (EPA-5HT), DHA-dopamine (DHA-DA) and EPA-dopamine (EPA-DA). Additionally, we describe the role of these omega-3 eCBs and their derivatives in different disease states such as pain, inflammation and cancer. Moreover, we detail the formation and potential physiological roles of the oxidative metabolites that arise from the metabolism of omega-3 eCBs by eicosanoid synthesizing enzymes - cyclooxygenase (COX), lipoxygenase (LOX) and cytochrome P450 epoxygenase (CYP450). In summary, we outline the novel findings regarding a growing class of signaling molecules, omega-3 eCBs, that can control the physiological and pathophysiological processes in the body.",pubmed,2025-05-18 23:10:08.349
PMC7120914 ,Therapeutic and Medicinal Uses of Terpenes,"Terpenes, also known as terpenoids are the largest and most diverse group of naturally occurring compounds. Based on the number of isoprene units they have, they are classified as mono, di, tri, tetra, and sesquiterpenes. They are mostly found in plants and form the major constituent of essential oils from plants. Among the natural products that provide medical benefits for an organism, terpenes play a major and variety of roles. The common plant sources of terpenes are tea , thyme, cannabis, Spanish sage, and citrus fruits (e.g., lemon, orange, mandarin). Terpenes have a wide range of medicinal uses among which antiplasmodial activity is notable as its mechanism of action is similar to the popular antimalarial drug in use—chloroquine. Monoterpenes specifically are widely studied for their antiviral property. With growing incidents of cancer and diabetes in modern world, terpenes also have the potential to serve as anticancer and antidiabetic reagents. Along with these properties, terpenes also allow for flexibility in route of administration and suppression of side effects. Certain terpenes were widely used in natural folk medicine. One such terpene is curcumin which holds anti-inflammatory, antioxidant, anticancer, antiseptic, antiplasmodial, astringent, digestive, diuretic, and many other properties. Curcumin has also become a recent trend in healthy foods and open doors for several medical researches. This chapter summarizes the various terpenes, their sources, medicinal properties, mechanism of action, and the recent studies that are underway for designing terpenes as a lead molecule in the modern medicine.",pubmed,2025-05-18 23:10:11.139
PMC7338332 ,Cannabidiol and Sports Performance: a Narrative Review of Relevant Evidence and Recommendations for Future Research,"Cannabidiol (CBD) is a non-intoxicating cannabinoid derived from Cannabis sativa . CBD initially drew scientific interest due to its anticonvulsant properties but increasing evidence of other therapeutic effects has attracted the attention of additional clinical and non-clinical populations, including athletes. Unlike the intoxicating cannabinoid, Δ 9 -tetrahydrocannabinol (Δ 9 -THC), CBD is no longer prohibited by the World Anti-Doping Agency and appears to be safe and well-tolerated in humans. It has also become readily available in many countries with the introduction of over-the-counter “nutraceutical” products. The aim of this narrative review was to explore various physiological and psychological effects of CBD that may be relevant to the sport and/or exercise context and to identify key areas for future research. As direct studies of CBD and sports performance are is currently lacking, evidence for this narrative review was sourced from preclinical studies and a limited number of clinical trials in non-athlete populations. Preclinical studies have observed robust anti-inflammatory, neuroprotective and analgesic effects of CBD in animal models. Preliminary preclinical evidence also suggests that CBD may protect against gastrointestinal damage associated with inflammation and promote healing of traumatic skeletal injuries. However, further research is required to confirm these observations. Early stage clinical studies suggest that CBD may be anxiolytic in “stress-inducing” situations and in individuals with anxiety disorders. While some case reports indicate that CBD improves sleep, robust evidence is currently lacking. Cognitive function and thermoregulation appear to be unaffected by CBD while effects on food intake, metabolic function, cardiovascular function, and infection require further study. CBD may exert a number of physiological, biochemical, and psychological effects with the potential to benefit athletes. However, well controlled, studies in athlete populations are required before definitive conclusions can be reached regarding the utility of CBD in supporting athletic performance.",pubmed,2025-05-18 23:10:14.469
PMC7471121 ,A Survey Exploring the Relationship Between Cannabis Use Characteristics and Sexual Function in Men,"Introduction Cannabis is the most commonly used drug in the United States; however, the effects of cannabis use on male sexual function are poorly understood. Aim To characterize the contemporary landscape of cannabis use and to assess the associations between male sexual function and the frequency of use, the primary method of consumption, or cannabis chemovar (tetrahydrocannabinol or cannabidiol) among current users. Methods We surveyed adults who visited a single cannabis dispensary for baseline demographic information, medical history, cannabis use habits, and sexual function as assessed by the International Index of Erectile Function (IIEF). An IIEF-5 < 21 was considered erectile dysfunction. Main Outcome Measures The main outcome measure of the study was male sexual function via the IIEF domain scores. Results A total of 325 men completed the survey with a mean age of 46.7 years. 71.1% of the men were Caucasian and 52.6% were married. 13 men (4%) were never users; 29 men (8.9%) used 1–2 times/week; 51 men (15.7%) used 3–5 times/week, and 232 men (71.4%) used 6+ times/week. The average IIEF-5 score was 22.3 with 19.4% of the men having erectile dysfunction. In univariate analysis, men using cannabis more frequently had a higher overall IIEF (65.36 vs 60.52, P = .001), erectile domain (27.32 vs 25.74, P = .03), orgasm domain (9.08 vs 8.12, P < .001), intercourse satisfaction domain (12.42 vs 11.31, P = .006), and overall satisfaction domain (8.11 vs 7.05, P = .002). In multivariable analysis, compared to men who used cannabis 0 times/week, those who used 6 times/week had an increased overall IIEF (69.08 vs 64.64, P -value adjusted = 0.02), intercourse satisfaction domain ( P -value adjusted = 0.04), and overall satisfaction domain ( P -value adjusted = 0.02). The primary method of consumption (eg, smoking, edibles, etc.) and cannabinoid composition (eg, cannabidiol vs tetrahydrocannabinol dominant) were not associated with sexual function. Conclusion We report an association between the increased frequency of cannabis use and increased male sexual function. However, while the increased frequency of use was statistically significant with regard to the IIEF scores, the clinical significance of this is likely low, and selection bias may limit the generalizability of these findings. The method of consumption and cannabis chemovar were not associated with sexual function. Bhambhvani HP, Kasman AM, Wilson-King G, et al. A Survey Exploring the Relationship Between Cannabis Use Characteristics and Sexual Function in Men. J Sex Med 2020;8:436–445.",pubmed,2025-05-18 23:10:18.370
PMC4059969 ,Intraoperative fluoroscopy improves surgical precision in conventional TKA,"Purpose The purpose of this study was to assess whether intraoperative fluoroscopy assists in the restoration of the coronal limb alignment target in conventional total knee arthroplasty (TKA). Methods One hundred and six patients undergoing conventional cemented TKA were randomly assigned to be operated on with or without intraoperative fluoroscopy. The image intensifier, together with customized manual instrumentation, was used for separately measuring the frontal alignment of the femoral and tibial resection surfaces. The surgeon adjusted the resection surfaces when a mechanical axis deviation error angle of ≥0.5° was observed on the fluoroscopic image. Coronal alignment was measured on standing long-leg digital radiographs. Results Patients operated with fluoroscopy assistance had (1) a lower risk of malalignment at the threshold of >3° (risk ratio, 0.7; 95 % CI, 0.13–1.2), (2) a mean fluoroscopic time of 3 s, and (3) a longer operative time (69 vs. 60 min, p < 0.001). The American Knee Society Score was not different between the two groups at 1-year follow-up. Conclusion This new surgical intervention appears to offer an effective means for improving the precision of TKA alignment in the coronal plane. Level of evidence Randomized clinical study, therapeutic study, Level I.",pubmed,2025-05-18 23:10:24.360
PMC10836698 ,Say farewell to bland regression reporting: Three forest plot variations for visualizing linear models,"Regression ranks among the most popular statistical analysis methods across many research areas, including psychology. Typically, regression coefficients are displayed in tables. While this mode of presentation is information-dense, extensive tables can be cumbersome to read and difficult to interpret. Here, we introduce three novel visualizations for reporting regression results. Our methods allow researchers to arrange large numbers of regression models in a single plot. Using regression results from real-world as well as simulated data, we demonstrate the transformations which are necessary to produce the required data structure and how to subsequently plot the results. The proposed methods provide visually appealing ways to report regression results efficiently and intuitively. Potential applications range from visual screening in the model selection stage to formal reporting in research papers. The procedure is fully reproducible using the provided code and can be executed via free-of-charge, open-source software routines in R.",pubmed,2025-05-18 23:10:34.744
PMC10394528 ,"Utilizing tables, figures, charts and graphs to enhance the readability of a research paper",,pubmed,2025-05-18 23:10:41.726
PMC9922542 ,"The Triple-S framework: ensuring scalable, sustainable, and serviceable practices in educational technology","Educational institutions are increasingly investing into digital delivery, acquiring new devices, and employing novel software and services. The rising costs associated with maintenance, in combination with increasing redundancy of older technologies, presents multiple challenges. While lesson content itself may not have changed, the educational landscape constantly evolves, where tertiary institutions are incorporating new modes of content delivery, hybrid-style learning, and interactive technologies. Investments into digital expansions must be taken with caution, particularly prior to the procurement of technology, with a need for the proposed interventions’ scalability, sustainability, and serviceability to be considered. This article presents the Triple-S framework for educators, administrators, and educational institutions, and outlines examples of its application within curricula. The paper synthesises research evidence to provide the foundation underlying the key principles of the Triple-S framework, presenting a useful model to use when evaluating digital interventions. Utilising the framework for decisions regarding the acquisition of educational technology, devices, software, applications, and online resources can assist in the assurance of viable and  appropriate investments. Graphical Abstract",pubmed,2025-05-18 23:10:45.422
PMC8648051 ,"Two graphs walk into a bar: Readout-based measurement reveals the Bar-Tip Limit error, a common, categorical misinterpretation of mean bar graphs","How do viewers interpret graphs that abstract away from individual-level data to present only summaries of data such as means, intervals, distribution shapes, or effect sizes? Here, focusing on the mean bar graph as a prototypical example of such an abstracted presentation, we contribute three advances to the study of graph interpretation. First, we distill principles for Measurement of Abstract Graph Interpretation (MAGI principles) to guide the collection of valid interpretation data from viewers who may vary in expertise. Second, using these principles, we create the Draw Datapoints on Graphs (DDoG) measure, which collects drawn readouts (concrete, detailed, visuospatial records of thought) as a revealing window into each person's interpretation of a given graph. Third, using this new measure, we discover a common, categorical error in the interpretation of mean bar graphs: the Bar-Tip Limit (BTL) error. The BTL error is an apparent conflation of mean bar graphs with count bar graphs. It occurs when the raw data are assumed to be limited by the bar-tip, as in a count bar graph, rather than distributed across the bar-tip, as in a mean bar graph. In a large, demographically diverse sample, we observe the BTL error in about one in five persons; across educational levels, ages, and genders; and despite thoughtful responding and relevant foundational knowledge. The BTL error provides a case-in-point that simplification via abstraction in graph design can risk severe, high-prevalence misinterpretation. The ease with which our readout-based DDoG measure reveals the nature and likely cognitive mechanisms of the BTL error speaks to the value of both its readout-based approach and the MAGI principles that guided its creation. We conclude that mean bar graphs may be misinterpreted by a large portion of the population, and that enhanced measurement tools and strategies, like those introduced here, can fuel progress in the scientific study of graph interpretation.",pubmed,2025-05-18 23:11:00.072
PMC7995626,,,pubmed,2025-05-18 23:11:22.323
PMC1234567,Intravenous contrast medium aggravates the impairment of pancreatic microcirculation in necrotizing pancreatitis in the rat.,"BACKGROUND: Previous reports demonstrated that radiographic contrast medium, as used in contrast-enhanced computed tomography, increases acinar necrosis and mortality in experimental pancreatitis. The authors studied the possibility that these changes may be related to an additional impairment of pancreatic microcirculation. METHODS: Fifty Wistar rats had acute pancreatitis induced by intraductal glycodeoxycholic acid (10 mmol/L for 10 min) and intravenous cerulein (5 micrograms/kg/hr for 6 hrs). After rehydration (16 mL/kg), pancreatic capillary perfusion was quantified by means of intravital microscopy at baseline before intravenous infusion of contrast medium (n = 25) or saline (n = 25), and 30 and 60 minutes thereafter. In addition to total capillary flow, capillaries were categorized as high- or low-flow (> or < 1.6 nL/min). RESULTS: Pancreatic capillary flow did not change in either high- or low-flow capillaries after saline infusion. However, contrast medium infusion induced a significant decrease of total capillary flow (p < 0.001). Analysis according to the relative flow rate revealed that this was primarily because of a significant additional reduction of perfusion in low-flow capillaries (p < 0.0001). Furthermore, complete capillary stasis was observed in 15.9 +/- 3.4% after contrast medium as compared with 3.2 +/- 1.2% after saline infusion (p < 0.006). CONCLUSION: Radiographic contrast medium aggravates the impairment of pancreatic microcirculation in experimental necrotizing pancreatitis.",pubmed,2025-05-19 17:24:47.592
PMC8765432,Identification of Novel Translated Small Open Reading Frames in ,"ABSTRACT Small proteins of <51 amino acids are abundant across all domains of life, but they are often overlooked because their small size makes them difficult to predict computationally and they are refractory to standard proteomic approaches. Ribosome profiling has been used to infer the existence of small proteins by detecting the translation of the corresponding open reading frames (ORFs). Detection of translated short ORFs by ribosome profiling can be improved by treating cells with drugs that stall ribosomes at specific codons. Here, we combine the analysis of ribosome profiling data for Escherichia coli cells treated with antibiotics that stall ribosomes at either the start or stop codons. Thus, we identify ribosome-occupied start and stop codons with high sensitivity for ∼400 novel putative ORFs. The newly discovered ORFs are mostly short, with 365 encoding proteins of <51 amino acids. We validate translation of several selected short ORFs and show that many likely encode unstable proteins. Moreover, we present evidence that most of the newly identified short ORFs are not under purifying selection, suggesting that they do not impact cell fitness, although a small subset have the hallmarks of functional ORFs. IMPORTANCE Small proteins of <51 amino acids are abundant across all domains of life, but they are often overlooked because their small size makes them difficult to predict computationally and they are refractory to standard proteomic approaches. Recent studies have discovered small proteins by mapping the location of translating ribosomes on RNA using a technique known as ribosome profiling. Discovery of translated sORFs using ribosome profiling can be improved by treating cells with drugs that trap initiating ribosomes. Here, we show that combining these data with equivalent data for cells treated with a drug that stalls terminating ribosomes facilitates the discovery of small proteins. We use this approach to discover 365 putative genes that encode small proteins in Escherichia coli .",pubmed,2025-05-19 17:25:07.704
